#gen	Feasible	f1	f2	c1	c2	c3	c4	c5	x1	x2	x3	x4
11	1	0.7144091443	5.03776029	0.3300963443	12.5	0.07234961229	0.7526597516	50950.8196	61.55019709	81.88029344	3000	6.214467598
11	1	0.6307289897	5.679792332	1.072097476	15	0.1031036316	0.7614522747	45089.70961	65.82096919	86.89306667	3000	5.180615615
11	1	0.4837504027	6.636504183	0.1167634892	17.5	0.1096728828	0.7504479777	38459.87875	71.73457336	91.85133685	3000	4.437698982
11	1	0.2967287421	9.577977311	0.0514004286	20	0.08445735118	0.7494260819	26372.14646	65.47636552	85.52776595	3000	3.16468079
11	1	0.6567324887	5.267528519	0.3223610425	15	0.1148593229	0.7529669092	48689.10029	72.27697604	92.59933708	3000	5.953236157
11	1	0.4837813875	6.633652192	0.109242759	17.5	0.1096914774	0.7503566783	38476.80066	71.77416468	91.88340744	3000	4.282881677
11	1	0.8672786351	4.355931678	1.314431234	12.5	0.1301023873	0.7643651138	59066.96442	72.38306722	93.69749846	3000	6.649224512
11	1	1.303863638	2.941766507	0.2803615958	5	0.1127596153	0.7524473118	87894.26677	71.86483511	92.14519671	3000	9.768341301
11	1	1.303863638	2.941766507	0.2803615958	5	0.1127596153	0.7524473118	87894.26677	71.86483511	92.14519671	3000	9.775953734
11	1	3.349137052	2.148459915	17.53491663	0	0.2602168681	0.8650391881	120681.0443	72.28074676	109.8156634	3000	11.42567489
11	1	1.141501842	3.359119067	0.3059038187	5	0.07190390826	0.7523684333	76862.05452	61.55019709	81.85610091	3000	9.619519685
11	1	1.040573528	3.741786627	0.9526860734	7.5	0.08507078299	0.7599416573	68909.43225	61.91872013	82.87140621	3000	8.794680644
11	1	0.5245794437	6.44519405	1.190791806	17.5	0.1322696084	0.7630402735	39628.18239	73.60550789	94.79629969	3000	4.327022203
11	1	0.1688152612	12.99919366	0.626965396	22.5	0.1226833267	0.7566101698	19194.47715	73.19878741	93.82575281	3000	2.98349742
11	1	0.1657863406	13.19327806	0.5617952814	22.5	0.1176167442	0.7558093194	18898.87021	71.99291795	92.55471323	3000	2.883576009
11	1	1.430144858	2.747527079	0.3466266372	0	0.07265353315	0.7528584041	94171.67444	61.55019709	81.89682373	3000	11.58709272
11	1	0.4224922699	7.580334097	0.09885375553	17.5	0.06757768157	0.7498418301	33559.16719	61.44960259	81.54845635	3000	4.04559518
11	1	0.3235089933	8.828149353	0.1325691247	20	0.110578144	0.7506477719	28688.53431	71.91809	92.05065913	3000	3.800918506
11	1	0.2967287421	9.577977311	0.0514004286	20	0.08445735118	0.7494260819	26372.14646	65.47636552	85.52776595	3000	3.16468079
11	1	0.375073026	8.65387721	2.909014474	20	0.1503670838	0.7805969188	29284.38945	72.07758402	94.98659849	3000	3.552365347
11	1	0.3123226894	9.515138168	0.9766313029	20	0.1002120677	0.7603647798	26552.25507	65.47636552	86.45299683	3000	3.007005553
11	1	1.303863638	2.941766507	0.2803615958	5	0.1127596153	0.7524473118	87894.26677	71.86483511	92.14519671	3000	9.824423439
11	1	1.401739966	2.756564386	0.004463633679	0	0.06602017665	0.7486769855	93859.98506	61.49915559	81.50361922	3000	11.31037036
11	1	0.1936174068	12.18796386	2.182979215	22.5	0.1582072429	0.7736632947	20531.96378	77.97174242	100.1547216	3000	2.644529408
11	1	1.306604543	2.941037362	0.318294468	5	0.1133621683	0.7529053659	87916.28075	71.86483511	92.18312958	3000	9.818577806
11	1	1.303863638	2.941766507	0.2803615958	5	0.1127596153	0.7524473118	87894.26677	71.86483511	92.14519671	3000	9.746370515
11	1	0.1833188376	12.86972029	2.191271011	22.5	0.1446236991	0.7736115095	19396.63381	73.19878741	95.39005842	3000	2.960127777
11	1	1.367043455	2.864810497	0.4714455109	2.5	0.09178918333	0.7545150723	90279.50394	65.47636552	85.94781104	3000	10.10544378
11	1	0.464381444	7.097202065	0.6736658996	17.5	0.0975635834	0.7569140949	35904.92645	66.06610056	86.73976646	3000	4.32035465
11	1	0.2961246621	9.995559904	0.9057579668	20	0.08381365953	0.7594044565	25232.80322	61.81621145	82.72196941	3000	3.666857051
11	1	1.403140304	2.756199579	0.02199368958	0	0.06635348953	0.7488945751	93872.52734	61.49915559	81.52114928	3000	11.31037036
11	1	0.2967287421	9.577977311	0.0514004286	20	0.08445735118	0.7494260819	26372.14646	65.47636552	85.52776595	3000	3.16468079
11	1	0.990912879	3.782751995	0.1635955999	7.5	0.0692877716	0.7506408819	68153.42997	61.55618999	81.71978559	3000	8.699660384
11	1	0.2865712369	10.05509382	0.3458734689	20	0.07327295555	0.7528557232	25078.07685	61.68921013	82.0350836	3000	3.088423884
11	1	0.5955154202	6.018915383	1.100548021	15	0.08554777903	0.7615818686	42498.51674	61.44652857	82.54707659	3000	5.764049746
11	1	1.004049909	3.759974001	0.3081877031	7.5	0.0736148238	0.7524126495	68571.75697	61.91681794	82.22500564	3000	8.711515648
11	1	0.4266671501	7.570385743	0.2728011818	17.5	0.07083038891	0.751964074	33604.45048	61.44960259	81.72240378	3000	4.445850505
11	1	1.096947632	3.592518768	1.198279002	7.5	0.1012555598	0.7628169472	71809.98898	64.83382497	86.03210397	3000	8.644895601
11	1	0.2851047861	10.07863844	0.2890311111	20	0.07159241856	0.7521648453	25017.3897	61.55019709	81.8392282	3000	3.527024769
